"","Parametre","Station","Site","count"
"6442","Mo_f0.45um","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"6443","Mo_f0.45um","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"6444","Mo_f0.45um","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"6445","Mo_f0.45um","VaB entree / VaB_03","Bassin Ville au Blanc",15
"6446","Mo_f0.45um","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"6447","Mo_f0.45um","VaB sortie / VaB_04","Bassin Ville au Blanc",13
"6448","Mo_F0.45um","BO3 - entrée / BO3_01","Bassin Chézine BO3",6
"6449","Mo_F0.45um","BO3 - sortie / BO3_03","Bassin Chézine BO3",6
"6450","Mo_F0.45um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6451","Mo_F0.45um","La Loire / PDM_0066","Prairie de Mauves",3
"6452","Mo_F0.45um","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6453","Mo_F0.45um","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"6454","Mo_F0.45um","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",4
"6455","Mo_F0.45um","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",4
"6456","Mo_F0.45um","Puits 2 / PDM_0017","Prairie de Mauves",5
"6457","Mo_F0.45um","Puits 4 / PDM_0019","Prairie de Mauves",5
"6458","Mo_F0.45um","Puits 5 / PDM_0020","Prairie de Mauves",5
"6459","Mo_F0.45um","Puits 7 / PDM_0022","Prairie de Mauves",6
"6460","Mo_F0.45um","PZ1 / PDM_0001","Prairie de Mauves",3
"6461","Mo_F0.45um","PZ2 / PDM_0002","Prairie de Mauves",2
"6462","Mo_F0.45um","PZ4 / PDM_0004","Prairie de Mauves",3
"6463","Mo_F0.45um","PZ5 / PDM_0005","Prairie de Mauves",6
"6464","Mo_F0.45um","PZ6 / PDM_0006","Prairie de Mauves",6
"6465","Mo_F0.45um","PZ7 / PDM_0007","Prairie de Mauves",4
"6466","Mo_F0.45um","PZ8 / PDM_0008","Prairie de Mauves",4
"6467","Mo_F0.45um","VaB entree / VaB_03","Bassin Ville au Blanc",9
"6468","Mo_F0.45um","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"6469","Mo_F0.45um","VaB sortie / VaB_04","Bassin Ville au Blanc",7
"6470","Mo_f3kDa","La Loire / PDM_0066","Prairie de Mauves",1
"6471","Mo_f3kDa","Puits 2 / PDM_0017","Prairie de Mauves",3
"6472","Mo_f3kDa","Puits 4 / PDM_0019","Prairie de Mauves",3
"6473","Mo_f3kDa","Puits 5 / PDM_0020","Prairie de Mauves",3
"6474","Mo_f3kDa","Puits 7 / PDM_0022","Prairie de Mauves",4
"6475","Mo_f3kDa","PZ1 / PDM_0001","Prairie de Mauves",3
"6476","Mo_f3kDa","PZ2 / PDM_0002","Prairie de Mauves",1
"6477","Mo_f3kDa","PZ4 / PDM_0004","Prairie de Mauves",3
"6478","Mo_f3kDa","PZ5 / PDM_0005","Prairie de Mauves",4
"6479","Mo_f3kDa","PZ6 / PDM_0006","Prairie de Mauves",4
"6480","Mo_f3kDa","PZ7 / PDM_0007","Prairie de Mauves",2
"6481","Mo_f3kDa","PZ8 / PDM_0008","Prairie de Mauves",2
"6482","Mo_f8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6483","Mo_f8um","La Loire / PDM_0066","Prairie de Mauves",3
"6484","Mo_f8um","Puits 2 / PDM_0017","Prairie de Mauves",5
"6485","Mo_f8um","Puits 4 / PDM_0019","Prairie de Mauves",5
"6486","Mo_f8um","Puits 5 / PDM_0020","Prairie de Mauves",5
"6487","Mo_f8um","Puits 7 / PDM_0022","Prairie de Mauves",6
"6488","Mo_f8um","PZ1 / PDM_0001","Prairie de Mauves",3
"6489","Mo_f8um","PZ2 / PDM_0002","Prairie de Mauves",2
"6490","Mo_f8um","PZ4 / PDM_0004","Prairie de Mauves",3
"6491","Mo_f8um","PZ5 / PDM_0005","Prairie de Mauves",6
"6492","Mo_f8um","PZ6 / PDM_0006","Prairie de Mauves",6
"6493","Mo_f8um","PZ7 / PDM_0007","Prairie de Mauves",4
"6494","Mo_f8um","PZ8 / PDM_0008","Prairie de Mauves",4
"6495","Mo_F8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6496","Mo_F8um","La Loire / PDM_0066","Prairie de Mauves",3
"6497","Mo_F8um","Puits 2 / PDM_0017","Prairie de Mauves",5
"6498","Mo_F8um","Puits 4 / PDM_0019","Prairie de Mauves",5
"6499","Mo_F8um","Puits 5 / PDM_0020","Prairie de Mauves",5
"6500","Mo_F8um","Puits 7 / PDM_0022","Prairie de Mauves",6
"6501","Mo_F8um","PZ1 / PDM_0001","Prairie de Mauves",3
"6502","Mo_F8um","PZ2 / PDM_0002","Prairie de Mauves",2
"6503","Mo_F8um","PZ4 / PDM_0004","Prairie de Mauves",3
"6504","Mo_F8um","PZ5 / PDM_0005","Prairie de Mauves",6
"6505","Mo_F8um","PZ6 / PDM_0006","Prairie de Mauves",6
"6506","Mo_F8um","PZ7 / PDM_0007","Prairie de Mauves",4
"6507","Mo_F8um","PZ8 / PDM_0008","Prairie de Mauves",4
"6508","Mo_sol","Bassin Agena / AN_008","Agglomération Nantaise",6
"6509","Mo_sol","Bassin Baudinière / AN_005","Agglomération Nantaise",6
"6510","Mo_sol","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",4
"6511","Mo_sol","Bassin Mortier / AN_002","Agglomération Nantaise",6
"6512","Mo_sol","Bassin Pierre Anne / AN_001","Agglomération Nantaise",4
"6513","Mo_sol","Bassin Scott / AN_007","Agglomération Nantaise",10
"6514","Mo_sol","Bassin ZAC Minais / AN_003","Agglomération Nantaise",4
"6515","Mo_sol","BO3 - entrée / BO3_01","Bassin Chézine BO3",4
"6516","Mo_sol","BO3 - milieu / BO3_02","Bassin Chézine BO3",18
"6517","Mo_sol","BO3 - sortie / BO3_03","Bassin Chézine BO3",4
"6518","Mo_sol","BO4 - Bassin d'orage n4 / CHEZ_0010","BV Chézine",4
"6519","Mo_sol","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",3
"6520","Mo_sol","Noue Brosse milieu / NB_03","Noue ZAC de la Brosse",7
"6521","Mo_sol","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",4
"6522","Mo_sol","Noue Chateau d'Aux / AN_004","Agglomération Nantaise",6
"6523","Mo_sol","Noue Vertonne / AN_006","Agglomération Nantaise",6
"6524","Mo_sol","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"6525","Mo_sol","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"6526","Mo_sol","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"6527","Mo_sol","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",14
"6528","Mo_sol","T1 / PDM_0071","Prairie de Mauves",3
"6529","Mo_sol","T2 / PDM_0072","Prairie de Mauves",3
"6530","Mo_sol","T3 / PDM_0073","Prairie de Mauves",4
"6531","Mo_sol","T4 / PDM_0074","Prairie de Mauves",4
"6532","Mo_sol","VaB entree / VaB_03","Bassin Ville au Blanc",5
"6533","Mo_sol","VaB milieu / VaB_05","Bassin Ville au Blanc",3
"6534","Mo_sol","VaB sortie / VaB_04","Bassin Ville au Blanc",5
"6535","Molinate","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"6536","Molinate","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"6537","Molinate","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"6538","Molinate","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"6539","Molinate","VaB entree / VaB_03","Bassin Ville au Blanc",4
"6540","Molinate","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"6541","Monocrotophos","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"6542","Monocrotophos","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"6543","Monocrotophos","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"6544","Monocrotophos","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"6545","Monocrotophos","VaB entree / VaB_03","Bassin Ville au Blanc",4
"6546","Monocrotophos","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"6547","Monolinuron","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"6548","Monolinuron","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"6549","Monolinuron","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"6550","Monolinuron","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"6551","Monolinuron","VaB entree / VaB_03","Bassin Ville au Blanc",4
"6552","Monolinuron","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"6553","Monuron","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"6554","Monuron","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"6555","Monuron","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"6556","Monuron","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"6557","Monuron","VaB entree / VaB_03","Bassin Ville au Blanc",4
"6558","Monuron","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"6559","MS","BO3 - entrée / BO3_01","Bassin Chézine BO3",3
"6560","MS","BO3 - milieu / BO3_02","Bassin Chézine BO3",13
"6561","MS","BO3 - sortie / BO3_03","Bassin Chézine BO3",3
"6562","MS","F1 / PDM_0076","Prairie de Mauves",1
"6563","MS","F4 / PDM_0077","Prairie de Mauves",2
"6564","MS","F5 / PDM_0078","Prairie de Mauves",2
"6565","MS","F7 / PDM_0079","Prairie de Mauves",3
"6566","MS","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6567","MS","Noue Brosse milieu / NB_03","Noue ZAC de la Brosse",5
"6568","MS","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",2
"6569","MS","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"6570","MS","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",2
"6571","MS","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"6572","MS","VaB entree / VaB_03","Bassin Ville au Blanc",3
"6573","MS","VaB milieu / VaB_05","Bassin Ville au Blanc",3
"6574","MS","VaB sortie / VaB_04","Bassin Ville au Blanc",3
"6575","MV_450C","C1 / PDM_0068","Prairie de Mauves",8
"6576","MV_450C","C2 / PDM_0069","Prairie de Mauves",6
"6577","MV_450C","C3 / PDM_0070","Prairie de Mauves",7
"6578","MV_550C","BO3 - entrée / BO3_01","Bassin Chézine BO3",3
"6579","MV_550C","BO3 - milieu / BO3_02","Bassin Chézine BO3",3
"6580","MV_550C","BO3 - sortie / BO3_03","Bassin Chézine BO3",3
"6581","MV_550C","C1 / PDM_0068","Prairie de Mauves",7
"6582","MV_550C","C2 / PDM_0069","Prairie de Mauves",4
"6583","MV_550C","C3 / PDM_0070","Prairie de Mauves",7
"6584","MV_550C","F1 / PDM_0076","Prairie de Mauves",1
"6585","MV_550C","F4 / PDM_0077","Prairie de Mauves",2
"6586","MV_550C","F5 / PDM_0078","Prairie de Mauves",2
"6587","MV_550C","F7 / PDM_0079","Prairie de Mauves",3
"6588","MV_550C","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6589","MV_550C","Noue Brosse milieu / NB_03","Noue ZAC de la Brosse",1
"6590","MV_550C","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",2
"6591","MV_550C","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"6592","MV_550C","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",2
"6593","MV_550C","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"6594","MV_550C","T1 / PDM_0071","Prairie de Mauves",3
"6595","MV_550C","T2 / PDM_0072","Prairie de Mauves",3
"6596","MV_550C","T3 / PDM_0073","Prairie de Mauves",4
"6597","MV_550C","T4 / PDM_0074","Prairie de Mauves",4
"6598","MV_550C","T5 / PDM_0075","Prairie de Mauves",1
"6599","MV_550C","VaB entree / VaB_03","Bassin Ville au Blanc",3
"6600","MV_550C","VaB milieu / VaB_05","Bassin Ville au Blanc",3
"6601","MV_550C","VaB sortie / VaB_04","Bassin Ville au Blanc",3
"6602","Myclobutanil","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"6603","Myclobutanil","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"6604","Myclobutanil","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"6605","Myclobutanil","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"6606","Myclobutanil","VaB entree / VaB_03","Bassin Ville au Blanc",4
"6607","Myclobutanil","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"6608","Na","Bassin Agena / AN_008","Agglomération Nantaise",2
"6609","Na","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"6610","Na","Bassin Maison Neuve 2 / AN_009","Agglomération Nantaise",2
"6611","Na","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"6612","Na","Bassin Scott / AN_007","Agglomération Nantaise",1
"6613","Na","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"6614","Na","BO3 - entrée / BO3_01","Bassin Chézine BO3",15
"6615","Na","BO3 - sortie / BO3_03","Bassin Chézine BO3",13
"6616","Na","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"6617","Na","Debitmetre Pin-Sec_EP / PIN-SEC_0036","BV Pin Sec",33
"6618","Na","Debitmetre Pin-Sec_EU / PIN-SEC_0037","BV Pin Sec",31
"6619","Na","EP_3 branches_Sud / PIN-SEC_0040","BV Pin Sec",2
"6620","Na","EP_3 branches_Total / PIN-SEC_0041","BV Pin Sec",2
"6621","Na","EP_Lapeby / PIN-SEC_0043","BV Pin Sec",2
"6622","Na","EP_nappe_Dunant / PIN-SEC_0038","BV Pin Sec",2
"6623","Na","EP_nappe_Riveterie / PIN-SEC_0039","BV Pin Sec",2
"6624","Na","EP_Robic / PIN-SEC_0042","BV Pin Sec",2
"6625","Na","Etang 1 / PDM_0067","Prairie de Mauves",2
"6626","Na","EU_Immeuble_Than / PIN-SEC_0047","BV Pin Sec",2
"6627","Na","EU_Lapeby / PIN-SEC_0045","BV Pin Sec",2
"6628","Na","EU_Maisons_Toul / PIN-SEC_00","BV Pin Sec",2
"6629","Na","EU_Nancy / PIN-SEC_0048","BV Pin Sec",2
"6630","Na","EU_Pilotiere / PIN-SEC_0049","BV Pin Sec",2
"6631","Na","EU_Robic / PIN-SEC_0044","BV Pin Sec",2
"6632","Na","EU_Than / PIN-SEC_0046","BV Pin Sec",2
"6633","Na","EU_Toul / PIN-SEC_0050","BV Pin Sec",2
"6634","Na","F_RTE / PDM_0065","Prairie de Mauves",1
"6635","Na","La Loire / PDM_0066","Prairie de Mauves",5
"6636","Na","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"6637","Na","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6638","Na","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"6639","Na","Noue Vertonne / AN_006","Agglomération Nantaise",1
"6640","Na","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"6641","Na","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"6642","Na","Puits 2 / PDM_0017","Prairie de Mauves",15
"6643","Na","Puits 4 / PDM_0019","Prairie de Mauves",9
"6644","Na","Puits 5 / PDM_0020","Prairie de Mauves",9
"6645","Na","Puits 6 / PDM_0021","Prairie de Mauves",4
"6646","Na","Puits 7 / PDM_0022","Prairie de Mauves",10
"6647","Na","PZ1 / PDM_0001","Prairie de Mauves",5
"6648","Na","PZ11 / PDM_0080","Prairie de Mauves",6
"6649","Na","PZ16 / PDM_0088","Prairie de Mauves",4
"6650","Na","PZ2 / PDM_0002","Prairie de Mauves",4
"6651","Na","PZ4 / PDM_0004","Prairie de Mauves",5
"6652","Na","PZ5 / PDM_0005","Prairie de Mauves",19
"6653","Na","PZ5 Long / PDM_0086","Prairie de Mauves",4
"6654","Na","PZ6 / PDM_0006","Prairie de Mauves",10
"6655","Na","PZ7 / PDM_0007","Prairie de Mauves",19
"6656","Na","PZ8 / PDM_0008","Prairie de Mauves",6
"6657","Na","PZ9bis / PDM_0009","Prairie de Mauves",11
"6658","Na","PZAF / PIN-SEC_0007","BV Pin Sec",2
"6659","Na","PZCP / PIN-SEC_0004","BV Pin Sec",2
"6660","Na","PZCS / PIN-SEC_0009","BV Pin Sec",5
"6661","Na","PZDU / PIN-SEC_0008","BV Pin Sec",2
"6662","Na","PZGO / PIN-SEC_0010","BV Pin Sec",5
"6663","Na","PZPS / PIN-SEC_0003","BV Pin Sec",5
"6664","Na","PZUV / PIN-SEC_0005","BV Pin Sec",2
"6665","Na","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"6666","Na","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"6667","Na","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"6668","Na","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"6669","Na","VaB entree / VaB_03","Bassin Ville au Blanc",16
"6670","Na","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"6671","Na","VaB sortie / VaB_04","Bassin Ville au Blanc",13
"6672","Na_CaCl2","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",28
"6673","Na_f0.45um","Bassin Agena / AN_008","Agglomération Nantaise",2
"6674","Na_f0.45um","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"6675","Na_f0.45um","Bassin Maison Neuve 2 / AN_009","Agglomération Nantaise",2
"6676","Na_f0.45um","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"6677","Na_f0.45um","Bassin Scott / AN_007","Agglomération Nantaise",1
"6678","Na_f0.45um","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"6679","Na_f0.45um","BO3 - entrée / BO3_01","Bassin Chézine BO3",15
"6680","Na_f0.45um","BO3 - sortie / BO3_03","Bassin Chézine BO3",13
"6681","Na_f0.45um","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"6682","Na_f0.45um","Debitmetre Pin-Sec_EP / PIN-SEC_0036","BV Pin Sec",33
"6683","Na_f0.45um","Debitmetre Pin-Sec_EU / PIN-SEC_0037","BV Pin Sec",31
"6684","Na_f0.45um","EP_3 branches_Sud / PIN-SEC_0040","BV Pin Sec",2
"6685","Na_f0.45um","EP_3 branches_Total / PIN-SEC_0041","BV Pin Sec",2
"6686","Na_f0.45um","EP_Lapeby / PIN-SEC_0043","BV Pin Sec",2
"6687","Na_f0.45um","EP_nappe_Dunant / PIN-SEC_0038","BV Pin Sec",2
"6688","Na_f0.45um","EP_nappe_Riveterie / PIN-SEC_0039","BV Pin Sec",2
"6689","Na_f0.45um","EP_Robic / PIN-SEC_0042","BV Pin Sec",2
"6690","Na_f0.45um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6691","Na_f0.45um","EU_Immeuble_Than / PIN-SEC_0047","BV Pin Sec",2
"6692","Na_f0.45um","EU_Lapeby / PIN-SEC_0045","BV Pin Sec",2
"6693","Na_f0.45um","EU_Maisons_Toul / PIN-SEC_00","BV Pin Sec",2
"6694","Na_f0.45um","EU_Nancy / PIN-SEC_0048","BV Pin Sec",2
"6695","Na_f0.45um","EU_Pilotiere / PIN-SEC_0049","BV Pin Sec",2
"6696","Na_f0.45um","EU_Robic / PIN-SEC_0044","BV Pin Sec",2
"6697","Na_f0.45um","EU_Than / PIN-SEC_0046","BV Pin Sec",2
"6698","Na_f0.45um","EU_Toul / PIN-SEC_0050","BV Pin Sec",2
"6699","Na_f0.45um","F_RTE / PDM_0065","Prairie de Mauves",1
"6700","Na_f0.45um","La Loire / PDM_0066","Prairie de Mauves",4
"6701","Na_f0.45um","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"6702","Na_f0.45um","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6703","Na_f0.45um","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"6704","Na_f0.45um","Noue Vertonne / AN_006","Agglomération Nantaise",1
"6705","Na_f0.45um","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"6706","Na_f0.45um","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"6707","Na_f0.45um","Puits 2 / PDM_0017","Prairie de Mauves",13
"6708","Na_f0.45um","Puits 4 / PDM_0019","Prairie de Mauves",7
"6709","Na_f0.45um","Puits 5 / PDM_0020","Prairie de Mauves",7
"6710","Na_f0.45um","Puits 6 / PDM_0021","Prairie de Mauves",4
"6711","Na_f0.45um","Puits 7 / PDM_0022","Prairie de Mauves",8
"6712","Na_f0.45um","PZ1 / PDM_0001","Prairie de Mauves",3
"6713","Na_f0.45um","PZ11 / PDM_0080","Prairie de Mauves",6
"6714","Na_f0.45um","PZ16 / PDM_0088","Prairie de Mauves",4
"6715","Na_f0.45um","PZ2 / PDM_0002","Prairie de Mauves",4
"6716","Na_f0.45um","PZ4 / PDM_0004","Prairie de Mauves",3
"6717","Na_f0.45um","PZ5 / PDM_0005","Prairie de Mauves",17
"6718","Na_f0.45um","PZ5 Long / PDM_0086","Prairie de Mauves",4
"6719","Na_f0.45um","PZ6 / PDM_0006","Prairie de Mauves",8
"6720","Na_f0.45um","PZ7 / PDM_0007","Prairie de Mauves",20
"6721","Na_f0.45um","PZ8 / PDM_0008","Prairie de Mauves",6
"6722","Na_f0.45um","PZ9bis / PDM_0009","Prairie de Mauves",11
"6723","Na_f0.45um","PZAF / PIN-SEC_0007","BV Pin Sec",2
"6724","Na_f0.45um","PZCP / PIN-SEC_0004","BV Pin Sec",2
"6725","Na_f0.45um","PZCS / PIN-SEC_0009","BV Pin Sec",5
"6726","Na_f0.45um","PZDU / PIN-SEC_0008","BV Pin Sec",2
"6727","Na_f0.45um","PZGO / PIN-SEC_0010","BV Pin Sec",5
"6728","Na_f0.45um","PZPS / PIN-SEC_0003","BV Pin Sec",5
"6729","Na_f0.45um","PZUV / PIN-SEC_0005","BV Pin Sec",2
"6730","Na_f0.45um","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"6731","Na_f0.45um","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"6732","Na_f0.45um","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"6733","Na_f0.45um","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"6734","Na_f0.45um","VaB entree / VaB_03","Bassin Ville au Blanc",16
"6735","Na_f0.45um","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"6736","Na_f0.45um","VaB sortie / VaB_04","Bassin Ville au Blanc",13
"6737","Na_F0.45um","BO3 - entrée / BO3_01","Bassin Chézine BO3",6
"6738","Na_F0.45um","BO3 - sortie / BO3_03","Bassin Chézine BO3",6
"6739","Na_F0.45um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6740","Na_F0.45um","La Loire / PDM_0066","Prairie de Mauves",4
"6741","Na_F0.45um","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6742","Na_F0.45um","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"6743","Na_F0.45um","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",4
"6744","Na_F0.45um","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",4
"6745","Na_F0.45um","Puits 2 / PDM_0017","Prairie de Mauves",6
"6746","Na_F0.45um","Puits 4 / PDM_0019","Prairie de Mauves",6
"6747","Na_F0.45um","Puits 5 / PDM_0020","Prairie de Mauves",7
"6748","Na_F0.45um","Puits 7 / PDM_0022","Prairie de Mauves",8
"6749","Na_F0.45um","PZ1 / PDM_0001","Prairie de Mauves",3
"6750","Na_F0.45um","PZ2 / PDM_0002","Prairie de Mauves",4
"6751","Na_F0.45um","PZ4 / PDM_0004","Prairie de Mauves",3
"6752","Na_F0.45um","PZ5 / PDM_0005","Prairie de Mauves",8
"6753","Na_F0.45um","PZ6 / PDM_0006","Prairie de Mauves",8
"6754","Na_F0.45um","PZ7 / PDM_0007","Prairie de Mauves",6
"6755","Na_F0.45um","PZ8 / PDM_0008","Prairie de Mauves",6
"6756","Na_F0.45um","VaB entree / VaB_03","Bassin Ville au Blanc",9
"6757","Na_F0.45um","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"6758","Na_F0.45um","VaB sortie / VaB_04","Bassin Ville au Blanc",7
"6759","Na_f3kDa","La Loire / PDM_0066","Prairie de Mauves",2
"6760","Na_f3kDa","Puits 2 / PDM_0017","Prairie de Mauves",4
"6761","Na_f3kDa","Puits 4 / PDM_0019","Prairie de Mauves",4
"6762","Na_f3kDa","Puits 5 / PDM_0020","Prairie de Mauves",5
"6763","Na_f3kDa","Puits 7 / PDM_0022","Prairie de Mauves",6
"6764","Na_f3kDa","PZ1 / PDM_0001","Prairie de Mauves",3
"6765","Na_f3kDa","PZ2 / PDM_0002","Prairie de Mauves",3
"6766","Na_f3kDa","PZ4 / PDM_0004","Prairie de Mauves",3
"6767","Na_f3kDa","PZ5 / PDM_0005","Prairie de Mauves",6
"6768","Na_f3kDa","PZ6 / PDM_0006","Prairie de Mauves",6
"6769","Na_f3kDa","PZ7 / PDM_0007","Prairie de Mauves",5
"6770","Na_f3kDa","PZ8 / PDM_0008","Prairie de Mauves",4
"6771","Na_f8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6772","Na_f8um","La Loire / PDM_0066","Prairie de Mauves",4
"6773","Na_f8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"6774","Na_f8um","Puits 4 / PDM_0019","Prairie de Mauves",7
"6775","Na_f8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"6776","Na_f8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"6777","Na_f8um","PZ1 / PDM_0001","Prairie de Mauves",3
"6778","Na_f8um","PZ2 / PDM_0002","Prairie de Mauves",4
"6779","Na_f8um","PZ4 / PDM_0004","Prairie de Mauves",3
"6780","Na_f8um","PZ5 / PDM_0005","Prairie de Mauves",9
"6781","Na_f8um","PZ6 / PDM_0006","Prairie de Mauves",8
"6782","Na_f8um","PZ7 / PDM_0007","Prairie de Mauves",7
"6783","Na_f8um","PZ8 / PDM_0008","Prairie de Mauves",6
"6784","Na_F8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6785","Na_F8um","La Loire / PDM_0066","Prairie de Mauves",4
"6786","Na_F8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"6787","Na_F8um","Puits 4 / PDM_0019","Prairie de Mauves",6
"6788","Na_F8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"6789","Na_F8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"6790","Na_F8um","PZ1 / PDM_0001","Prairie de Mauves",3
"6791","Na_F8um","PZ2 / PDM_0002","Prairie de Mauves",4
